feature,importance
cat__uniquepid_002-10076,1.2599833425529145e-05
cat__care_plan_following_discharge_Pulmonary Rehab; Follow-up Pulmonology; Home O2 Therapy,1.2580724764205058e-05
cat__care_plan_following_discharge_Physical Therapy; Speech Therapy; Occupational Therapy,1.2422399836290537e-05
cat__uniquepid_007-10360,1.237173327110245e-05
cat__uniquepid_008-10539,1.2047501887152008e-05
cat__uniquepid_007-10885,1.20129571514674e-05
"cat__Condition_Cancer-small intestinal, surgery for",1.1969939336714923e-05
cat__Condition_Anemia,1.1931831937477051e-05
cat__uniquepid_007-12603,1.179553880503749e-05
cat__uniquepid_002-13229,1.175391293542628e-05
cat__care_plan_following_discharge_Pulmonary Rehab; Smoking Cessation; Follow-up Pulmonology,1.16694873348822e-05
cat__uniquepid_010-10712,1.1556958640045879e-05
cat__Condition_Kidney transplant,1.1535112595188351e-05
cat__care_plan_following_discharge_Home Health; Follow-up Cardiology; Cardiac Rehab,1.1504564266006108e-05
cat__uniquepid_007-11007,1.1424559217932565e-05
cat__uniquepid_010-10526,1.139599821831008e-05
cat__uniquepid_009-10084,1.1247705109909631e-05
cat__uniquepid_002-14180,1.1205503936752935e-05
cat__uniquepid_003-24391,1.1009024545113127e-05
cat__care_plan_following_discharge_Occupational Therapy; Physical Therapy,1.0805765046624564e-05
cat__uniquepid_002-13010,1.0734437720683876e-05
cat__care_plan_following_discharge_Pulmonary Rehab; Follow-up Pulmonology; Smoking Cessation,1.053392545437252e-05
cat__care_plan_following_discharge_Follow-up Infectious Disease; IV Antibiotics Completion,1.0504771804565882e-05
cat__uniquepid_002-1057,1.0495344315933785e-05
cat__uniquepid_002-13547,1.0477819752556792e-05
cat__uniquepid_002-9035,1.0398096180399661e-05
cat__uniquepid_010-10222,1.0364751780722013e-05
cat__care_plan_following_discharge_Home O2 Therapy; Smoking Cessation; Pulmonary Rehab,1.0299127704052302e-05
cat__uniquepid_007-12092,1.0159049323542116e-05
cat__care_plan_following_discharge_Smoking Cessation; Follow-up Pulmonology; Home O2 Therapy,1.015878456192443e-05
cat__uniquepid_002-3296,1.0000983418579647e-05
cat__care_plan_following_discharge_Follow-up Cardiology; Medication Management; Home Health,9.93426879946467e-06
cat__care_plan_following_discharge_Home Health; Medication Management; Follow-up Cardiology,9.816916953833978e-06
"cat__Condition_Hemorrhage/hematoma-intracranial, surgery for",9.735017948246685e-06
cat__Condition_Chest/extremity trauma,9.495581002177734e-06
cat__uniquepid_002-15827,9.360773606539182e-06
cat__care_plan_following_discharge_Physical Therapy; Follow-up Neurology,9.234619584686833e-06
cat__uniquepid_003-15761,9.120576991006422e-06
cat__care_plan_following_discharge_Occupational Therapy; Speech Therapy,8.919859710073451e-06
cat__uniquepid_003-48069,8.871435111207288e-06
cat__Condition_Thoracotomy for other malignancy in chest,8.870229043887572e-06
"cat__Condition_Graft for dialysis, insertion of",8.777585287224616e-06
cat__uniquepid_007-10743,8.74425759081727e-06
cat__uniquepid_009-10283,8.68771635383654e-06
cat__uniquepid_002-11986,8.575103075136827e-06
cat__uniquepid_003-10003,8.431222621760024e-06
"cat__Condition_Obesity-morbid, surgery for",8.391230243306264e-06
cat__uniquepid_007-10638,8.362483371897676e-06
cat__Condition_Atelectasis,8.329515540152038e-06
cat__uniquepid_007-10476,8.324708873184985e-06
cat__care_plan_following_discharge_Follow-up Infectious Disease; Home Health; Wound Care,8.32414097208142e-06
cat__uniquepid_007-10859,8.292663181339483e-06
cat__uniquepid_004-17036,8.276635210134443e-06
cat__care_plan_following_discharge_Support Group; Medication-Assisted Treatment,8.219870491515254e-06
cat__uniquepid_003-13170,8.109889656343996e-06
cat__uniquepid_003-18285,7.96296963691566e-06
cat__Condition_Diabetic hyperglycemic hyperosmolar nonketotic coma (HHNC),7.957615595606927e-06
cat__uniquepid_002-14203,7.882532913704564e-06
cat__uniquepid_009-10480,7.77728271580539e-06
cat__uniquepid_010-10734,7.767494354497454e-06
cat__uniquepid_007-10658,7.762888187743903e-06
cat__Condition_Pneumothorax,7.737044134399317e-06
cat__uniquepid_009-10575,7.690190673478284e-06
cat__uniquepid_004-20074,7.654257438356052e-06
cat__uniquepid_002-12700,7.58487716227999e-06
cat__Condition_Cardiomyopathy,7.4143543535690024e-06
cat__uniquepid_007-10281,7.393740755100951e-06
cat__care_plan_following_discharge_Pain Management,7.128543946608238e-06
cat__uniquepid_003-10570,7.0944191478746855e-06
cat__care_plan_following_discharge_Follow-up Neurology; Occupational Therapy,7.087536554067442e-06
cat__uniquepid_009-10606,7.059522213192369e-06
cat__uniquepid_002-13651,7.024577126347227e-06
cat__uniquepid_003-23111,7.0076388685949996e-06
cat__uniquepid_007-10284,6.9916910539325485e-06
cat__uniquepid_010-10326,6.982899510929696e-06
cat__uniquepid_002-14505,6.980179984842363e-06
cat__care_plan_following_discharge_Nutrition Counseling,6.913777707321236e-06
cat__Condition_Endarterectomy (other vessels),6.80164802481773e-06
cat__uniquepid_002-11830,6.790433123628152e-06
cat__uniquepid_002-10249,6.778021737514279e-06
cat__care_plan_following_discharge_Addiction Counseling,6.758878295757589e-06
cat__care_plan_following_discharge_Home O2 Therapy; Pulmonary Rehab; Follow-up Pulmonology,6.754557215006786e-06
cat__uniquepid_007-1274,6.7382577309333e-06
cat__uniquepid_009-10052,6.737165242149548e-06
cat__Condition_Thoracotomy for thoracic/respiratory infection,6.691554895101898e-06
cat__uniquepid_007-11455,6.612235159036136e-06
cat__uniquepid_004-17127,6.427731993623107e-06
cat__care_plan_following_discharge_Wound Care; IV Antibiotics Completion,6.302863214621293e-06
"cat__Condition_Bleeding, upper GI",6.300905884365383e-06
cat__uniquepid_009-10053,6.283742303049789e-06
cat__gender_unknown,6.26181916031586e-06
cat__uniquepid_009-10457,6.193817802801707e-06
cat__uniquepid_010-10457,6.037255930393496e-06
cat__uniquepid_002-12279,6.029228925418208e-06
cat__care_plan_following_discharge_Surgical Follow-up,5.948463049864125e-06
cat__uniquepid_007-11989,5.945875392213138e-06
"cat__Condition_Neurologic surgery, other",5.940076451249206e-06
cat__uniquepid_002-10549,5.916100351887424e-06
cat__care_plan_following_discharge_Smoking Cessation; Pulmonary Rehab; Home O2 Therapy,5.788879325457631e-06
cat__uniquepid_002-13750,5.77565944952471e-06
cat__uniquepid_007-10364,5.718952700945551e-06
cat__care_plan_following_discharge_Psychiatric Follow-up; Medication-Assisted Treatment; Support Group,5.678192395182536e-06
cat__care_plan_following_discharge_Speech Therapy; Follow-up Neurology; Occupational Therapy,5.531102266016901e-06
cat__uniquepid_007-10331,5.518881151391293e-06
cat__uniquepid_010-10345,5.494076478568681e-06
cat__uniquepid_002-11232,5.456943979477206e-06
cat__uniquepid_002-1025,5.3371309048251325e-06
cat__uniquepid_007-10096,5.289667694834355e-06
cat__care_plan_following_discharge_Psychiatric Follow-up; Support Group; Addiction Counseling,5.287105337887712e-06
cat__uniquepid_002-11129,5.273495097637606e-06
"cat__Condition_Embolus, pulmonary",5.233714828379904e-06
"cat__Condition_CHF, congestive heart failure",5.227032864598425e-06
cat__uniquepid_010-10535,5.205130647889828e-06
cat__uniquepid_002-10157,5.178918545835505e-06
"cat__Condition_Neurologic medical, other",5.079693947349321e-06
cat__uniquepid_003-12055,5.077153687371622e-06
cat__uniquepid_002-13674,4.961690003515202e-06
cat__uniquepid_007-10050,4.891700640851276e-06
cat__uniquepid_003-12647,4.8636734592807254e-06
cat__uniquepid_002-10571,4.85894735271708e-06
cat__care_plan_following_discharge_Pain Management; Surgical Follow-up,4.845883421251275e-06
"cat__Condition_Cystectomy, other reasons",4.8405597462240506e-06
cat__Condition_Ablation or mapping of cardiac conduction pathway,4.774658651239956e-06
cat__uniquepid_007-10067,4.773919771482731e-06
cat__uniquepid_004-1255,4.7514250867782264e-06
cat__Condition_Whipple-surgery for pancreatic cancer,4.718481030545782e-06
cat__uniquepid_003-12488,4.679933355865023e-06
cat__uniquepid_007-10911,4.625626482231444e-06
cat__uniquepid_007-10750,4.582173888640009e-06
cat__care_plan_following_discharge_Psychiatric Follow-up; Support Group,4.567262710268721e-06
cat__Condition_Head/multiple trauma,4.563406295035944e-06
cat__uniquepid_009-10231,4.538106988993146e-06
cat__care_plan_following_discharge_Dietary Restriction,4.5183746613272225e-06
cat__uniquepid_002-7769,4.502279508100488e-06
cat__uniquepid_002-7631,4.478145256993478e-06
cat__uniquepid_002-10745,4.4345382663803646e-06
cat__Condition_Embolectomy (with general anesthesia),4.412442340152218e-06
cat__uniquepid_010-10380,4.406782916169801e-06
cat__uniquepid_002-10566,4.4037454584115956e-06
cat__care_plan_following_discharge_Dialysis Schedule; Nephrology Follow-up; Dietary Restriction,4.33159754503638e-06
cat__care_plan_following_discharge_Nutrition Counseling; Home Glucose Monitoring,4.2294161252503e-06
cat__uniquepid_002-12715,4.213717154432922e-06
cat__uniquepid_009-1133,4.168268377158476e-06
cat__uniquepid_007-10004,4.108959696797614e-06
cat__uniquepid_007-10563,4.084836986585462e-06
cat__care_plan_following_discharge_Follow-up Pulmonology; Pulmonary Rehab; Home O2 Therapy,3.9933199402388085e-06
cat__uniquepid_003-14791,3.883673933409463e-06
cat__uniquepid_002-8525,3.872137314167345e-06
cat__uniquepid_002-12328,3.861596640850908e-06
cat__uniquepid_002-10669,3.85011185313503e-06
cat__uniquepid_009-10447,3.840208645406651e-06
cat__care_plan_following_discharge_Home Health; Follow-up Infectious Disease,3.838583078242334e-06
cat__uniquepid_010-10330,3.822723454733548e-06
cat__uniquepid_009-10147,3.8020013325085674e-06
cat__care_plan_following_discharge_Follow-up Pulmonology; Home O2 Therapy; Smoking Cessation,3.6962872166755578e-06
cat__care_plan_following_discharge_Medication-Assisted Treatment; Support Group; Addiction Counseling,3.6278047317982063e-06
cat__uniquepid_007-12492,3.6210592380213517e-06
cat__uniquepid_003-36945,3.591769693180209e-06
cat__care_plan_following_discharge_Home O2 Therapy; Pulmonary Rehab,3.5562608301936306e-06
cat__uniquepid_007-10575,3.40894715861534e-06
cat__care_plan_following_discharge_Addiction Counseling; Psychiatric Follow-up; Medication-Assisted Treatment,3.381913170820397e-06
cat__care_plan_following_discharge_Wound Care; Follow-up Infectious Disease; Home Health,3.3656127817911763e-06
cat__care_plan_following_discharge_Oncology Follow-up,3.3394201075893434e-06
cat__Condition_Endocarditis,3.1469203381274253e-06
cat__uniquepid_007-10412,3.1453710510537037e-06
cat__care_plan_following_discharge_Physical Therapy; Speech Therapy,3.118042898392464e-06
cat__care_plan_following_discharge_Follow-up Infectious Disease; Home Health; IV Antibiotics Completion,3.0833448844259224e-06
cat__uniquepid_002-13247,2.991495051679236e-06
cat__Condition_Acid-base/electrolyte disturbance,2.91466097879815e-06
cat__uniquepid_003-13269,2.8556430265993684e-06
cat__uniquepid_010-10728,2.7334086938966204e-06
cat__uniquepid_009-12270,2.705461603364173e-06
cat__uniquepid_007-10733,2.6317359115682796e-06
cat__uniquepid_002-10064,2.606817729060529e-06
cat__uniquepid_007-11887,2.5991806968840736e-06
cat__uniquepid_003-12374,2.59878913010822e-06
cat__uniquepid_003-13817,2.485131546038741e-06
cat__uniquepid_008-10413,2.4738412458988306e-06
cat__uniquepid_002-13637,2.4332096129799485e-06
cat__uniquepid_007-10145,2.4069783224396096e-06
cat__care_plan_following_discharge_Home Health; Cardiac Rehab; Follow-up Cardiology,2.3338639048815514e-06
cat__uniquepid_002-10560,2.299214247996551e-06
cat__care_plan_following_discharge_Wound Care; Dietary Modification; Pain Management,2.28568401691418e-06
cat__care_plan_following_discharge_Home Health; IV Antibiotics Completion,2.2072203651720704e-06
cat__uniquepid_002-12664,2.1498712822195668e-06
cat__uniquepid_009-11526,2.0152999845922627e-06
cat__uniquepid_007-10069,1.975356946691003e-06
cat__uniquepid_007-10932,1.815333402316035e-06
cat__uniquepid_009-10691,1.725347245968693e-06
cat__uniquepid_003-11556,1.7061406550912086e-06
cat__care_plan_following_discharge_Speech Therapy; Follow-up Neurology,1.701500480615921e-06
cat__uniquepid_007-12505,1.6481493187845328e-06
cat__uniquepid_002-8507,1.6232986319500086e-06
cat__uniquepid_007-1195,1.6157987030060136e-06
cat__uniquepid_003-13136,1.5858862609874209e-06
cat__uniquepid_002-14178,1.5461408374112395e-06
"cat__Condition_Cancer-esophageal, surgery for (abdominal approach)",1.5444393257213263e-06
cat__uniquepid_002-12563,1.487961369974059e-06
cat__uniquepid_009-11225,1.4756748691581105e-06
cat__care_plan_following_discharge_Surgical Follow-up; Pain Management,1.4123999659310785e-06
cat__uniquepid_007-11432,1.3991355603844483e-06
cat__uniquepid_002-16811,1.3213988997842895e-06
cat__uniquepid_002-2252,1.1262123212856492e-06
cat__uniquepid_007-10870,1.1208266956676512e-06
cat__uniquepid_002-8430,1.0628922700298094e-06
cat__uniquepid_002-14380,9.706071942127026e-07
cat__uniquepid_002-14486,9.434477236314443e-07
cat__uniquepid_002-17765,8.15358272194105e-07
cat__uniquepid_003-34364,6.436475523321479e-07
cat__uniquepid_002-5872,6.337742721637694e-07
cat__care_plan_following_discharge_Follow-up Neurology; Physical Therapy; Speech Therapy,5.426547127957462e-07
cat__uniquepid_004-11785,5.17788488347633e-07
cat__care_plan_following_discharge_Addiction Counseling; Medication-Assisted Treatment; Psychiatric Follow-up,4.798680741009014e-07
cat__Condition_Nephrectomy for neoplasm,3.4618652639233804e-07
cat__uniquepid_002-1602,2.053217774183108e-07
cat__uniquepid_009-10046,1.228278209844997e-07
cat__uniquepid_002-13376,9.221355748658091e-08
"cat__Condition_GI vascular ischemia, surgery for (resection)",8.819682666210916e-08
cat__care_plan_following_discharge_Psychiatric Follow-up; Medication-Assisted Treatment; Addiction Counseling,8.644761591828536e-08
cat__uniquepid_002-12401,4.000660391890106e-08
cat__uniquepid_002-1360,2.2455326424682692e-08
cat__uniquepid_002-9198,8.181673071345613e-09
cat__uniquepid_007-10687,6.459473607190039e-09
cat__uniquepid_002-1737,4.37428727805956e-09
cat__uniquepid_002-11912,1.1193751629269365e-09
cat__uniquepid_002-14360,6.536539140256712e-10
cat__uniquepid_002-8669,5.300224726970327e-10
cat__uniquepid_002-10754,2.906874884668899e-10
cat__uniquepid_002-4090,8.973689451901764e-16
cat__uniquepid_002-8468,5.681954590566634e-16
cat__uniquepid_002-1396,4.901271237236309e-16
cat__uniquepid_002-8746,1.984541581739811e-16
cat__uniquepid_002-17188,1.7549306959777189e-16
cat__uniquepid_002-10999,1.186529816430349e-16
cat__uniquepid_002-7813,3.548250311182555e-17
cat__uniquepid_002-6222,2.0975059885244465e-18
cat__uniquepid_002-13706,1.0746982369005404e-18
cat__uniquepid_002-12248,0.0
cat__uniquepid_002-12256,0.0
cat__uniquepid_002-12260,0.0
cat__uniquepid_002-12268,0.0
cat__uniquepid_002-13949,0.0
cat__uniquepid_002-13952,0.0
cat__uniquepid_002-13958,0.0
cat__uniquepid_002-13965,0.0
cat__uniquepid_002-13971,0.0
cat__uniquepid_002-13974,0.0
cat__uniquepid_002-13977,0.0
cat__uniquepid_002-13981,0.0
cat__uniquepid_002-1399,0.0
cat__uniquepid_002-14175,0.0
cat__uniquepid_002-14205,0.0
cat__uniquepid_002-1421,0.0
cat__uniquepid_002-14217,0.0
cat__uniquepid_002-14223,0.0
cat__uniquepid_002-14237,0.0
cat__uniquepid_002-14239,0.0
cat__uniquepid_002-1424,0.0
cat__uniquepid_002-14244,0.0
cat__uniquepid_002-14248,0.0
cat__uniquepid_002-14280,0.0
cat__uniquepid_002-14293,0.0
cat__uniquepid_002-14301,0.0
cat__uniquepid_002-14305,0.0
cat__uniquepid_002-1432,0.0
cat__uniquepid_002-14324,0.0
cat__uniquepid_002-14335,0.0
cat__uniquepid_002-14350,0.0
cat__uniquepid_002-14351,0.0
cat__uniquepid_002-14357,0.0
cat__uniquepid_002-14359,0.0
cat__uniquepid_002-14370,0.0
cat__uniquepid_002-14376,0.0
cat__uniquepid_002-14379,0.0
cat__uniquepid_002-1438,0.0
cat__uniquepid_002-14396,0.0
cat__uniquepid_002-14406,0.0
cat__uniquepid_002-14416,0.0
cat__uniquepid_002-1442,0.0
cat__uniquepid_002-14422,0.0
cat__uniquepid_002-1443,0.0
cat__uniquepid_002-14431,0.0
cat__uniquepid_002-14436,0.0
cat__uniquepid_002-1444,0.0
cat__uniquepid_002-14441,0.0
cat__uniquepid_002-14444,0.0
cat__uniquepid_002-14452,0.0
cat__uniquepid_002-14464,0.0
cat__uniquepid_002-14481,0.0
cat__uniquepid_002-14495,0.0
cat__uniquepid_002-14503,0.0
cat__uniquepid_002-14504,0.0
cat__uniquepid_002-14508,0.0
cat__uniquepid_002-14535,0.0
cat__uniquepid_002-14536,0.0
cat__uniquepid_002-14544,0.0
cat__uniquepid_002-14547,0.0
cat__uniquepid_002-14572,0.0
cat__uniquepid_002-14596,0.0
cat__uniquepid_002-14624,0.0
cat__uniquepid_002-14627,0.0
cat__uniquepid_002-14640,0.0
cat__uniquepid_002-14643,0.0
cat__uniquepid_002-14662,0.0
cat__uniquepid_002-14667,0.0
cat__uniquepid_002-14670,0.0
cat__uniquepid_002-14675,0.0
cat__uniquepid_002-14676,0.0
cat__uniquepid_002-14695,0.0
cat__uniquepid_002-14698,0.0
cat__uniquepid_002-14706,0.0
cat__uniquepid_002-14713,0.0
cat__uniquepid_002-14718,0.0
cat__uniquepid_002-14734,0.0
cat__uniquepid_002-14739,0.0
cat__uniquepid_002-14744,0.0
cat__uniquepid_002-14749,0.0
cat__uniquepid_002-14764,0.0
cat__uniquepid_002-14772,0.0
cat__uniquepid_002-14783,0.0
cat__uniquepid_002-14809,0.0
cat__uniquepid_002-1481,0.0
cat__uniquepid_002-14816,0.0
cat__uniquepid_002-14829,0.0
cat__uniquepid_002-14832,0.0
cat__uniquepid_002-14838,0.0
cat__uniquepid_002-14854,0.0
cat__uniquepid_002-1487,0.0
cat__uniquepid_002-14881,0.0
cat__uniquepid_002-1489,0.0
cat__uniquepid_002-14895,0.0
cat__uniquepid_002-14896,0.0
cat__uniquepid_002-14899,0.0
cat__uniquepid_002-14901,0.0
cat__uniquepid_002-14912,0.0
cat__uniquepid_002-14934,0.0
cat__uniquepid_002-14952,0.0
cat__uniquepid_002-14969,0.0
cat__uniquepid_002-14972,0.0
cat__uniquepid_002-14978,0.0
cat__uniquepid_002-14986,0.0
cat__uniquepid_002-14990,0.0
cat__uniquepid_002-15001,0.0
cat__uniquepid_002-15031,0.0
cat__uniquepid_002-15051,0.0
cat__uniquepid_002-1507,0.0
cat__uniquepid_002-15070,0.0
cat__uniquepid_002-15075,0.0
cat__uniquepid_002-15108,0.0
cat__uniquepid_002-15120,0.0
cat__uniquepid_002-15121,0.0
cat__uniquepid_002-15131,0.0
cat__uniquepid_002-15139,0.0
cat__uniquepid_002-15141,0.0
cat__uniquepid_002-15142,0.0
cat__uniquepid_002-15174,0.0
cat__uniquepid_002-1519,0.0
cat__uniquepid_002-15195,0.0
cat__uniquepid_002-15204,0.0
cat__uniquepid_002-15206,0.0
cat__uniquepid_002-15213,0.0
cat__uniquepid_002-15222,0.0
cat__uniquepid_002-15235,0.0
cat__uniquepid_002-15237,0.0
cat__uniquepid_002-15253,0.0
cat__uniquepid_002-15256,0.0
cat__uniquepid_002-15257,0.0
cat__uniquepid_002-15260,0.0
cat__uniquepid_002-15262,0.0
cat__uniquepid_002-15263,0.0
cat__uniquepid_002-15282,0.0
cat__uniquepid_002-15296,0.0
cat__uniquepid_002-15304,0.0
cat__uniquepid_002-15313,0.0
cat__uniquepid_002-15323,0.0
cat__uniquepid_002-15329,0.0
cat__uniquepid_002-15341,0.0
cat__uniquepid_002-15351,0.0
cat__uniquepid_002-15362,0.0
cat__uniquepid_002-15363,0.0
cat__uniquepid_002-15366,0.0
cat__uniquepid_002-15380,0.0
cat__uniquepid_002-15393,0.0
cat__uniquepid_002-15400,0.0
cat__uniquepid_002-15406,0.0
cat__uniquepid_002-15407,0.0
cat__uniquepid_002-15416,0.0
cat__uniquepid_002-15441,0.0
cat__uniquepid_002-15451,0.0
cat__uniquepid_002-15467,0.0
cat__uniquepid_002-15488,0.0
cat__uniquepid_002-15493,0.0
cat__uniquepid_002-15500,0.0
cat__uniquepid_002-15511,0.0
cat__uniquepid_002-15514,0.0
cat__uniquepid_002-15523,0.0
cat__uniquepid_002-15552,0.0
cat__uniquepid_002-15560,0.0
cat__uniquepid_002-15582,0.0
cat__uniquepid_002-15584,0.0
cat__uniquepid_002-1559,0.0
cat__uniquepid_002-15590,0.0
cat__uniquepid_002-15592,0.0
cat__uniquepid_002-15594,0.0
cat__uniquepid_002-15601,0.0
cat__uniquepid_002-15608,0.0
cat__uniquepid_002-1561,0.0
cat__uniquepid_002-15623,0.0
cat__uniquepid_002-15629,0.0
cat__uniquepid_002-15670,0.0
cat__uniquepid_002-15676,0.0
cat__uniquepid_002-15680,0.0
cat__uniquepid_002-15693,0.0
cat__uniquepid_002-15704,0.0
cat__uniquepid_002-15708,0.0
cat__uniquepid_002-15719,0.0
cat__uniquepid_002-15727,0.0
cat__uniquepid_002-15739,0.0
cat__uniquepid_002-15745,0.0
cat__uniquepid_002-15756,0.0
cat__uniquepid_002-15763,0.0
cat__uniquepid_002-15768,0.0
cat__uniquepid_002-15769,0.0
cat__uniquepid_002-15774,0.0
cat__uniquepid_002-15780,0.0
cat__uniquepid_002-15783,0.0
cat__uniquepid_002-15788,0.0
cat__uniquepid_002-15799,0.0
cat__uniquepid_002-15807,0.0
cat__uniquepid_002-15810,0.0
cat__uniquepid_002-15837,0.0
cat__uniquepid_002-15853,0.0
cat__uniquepid_002-15870,0.0
cat__uniquepid_002-15872,0.0
cat__uniquepid_002-15881,0.0
cat__uniquepid_002-15885,0.0
cat__uniquepid_002-15886,0.0
cat__uniquepid_002-15889,0.0
cat__uniquepid_002-15910,0.0
cat__uniquepid_002-15916,0.0
cat__uniquepid_002-15922,0.0
cat__uniquepid_002-15923,0.0
cat__uniquepid_002-15927,0.0
cat__uniquepid_002-15940,0.0
cat__uniquepid_002-15951,0.0
cat__uniquepid_002-15952,0.0
cat__uniquepid_002-1597,0.0
cat__uniquepid_002-15970,0.0
cat__uniquepid_002-15971,0.0
cat__uniquepid_002-15974,0.0
cat__uniquepid_002-1598,0.0
cat__uniquepid_002-15986,0.0
cat__uniquepid_002-15990,0.0
cat__uniquepid_002-16002,0.0
cat__uniquepid_002-16004,0.0
cat__uniquepid_002-16010,0.0
cat__uniquepid_002-16026,0.0
cat__uniquepid_002-16059,0.0
cat__uniquepid_002-16062,0.0
cat__uniquepid_002-16068,0.0
cat__uniquepid_002-16069,0.0
cat__uniquepid_002-16070,0.0
cat__uniquepid_002-16098,0.0
cat__uniquepid_002-16102,0.0
cat__uniquepid_002-16110,0.0
cat__uniquepid_002-16113,0.0
cat__uniquepid_002-16117,0.0
cat__uniquepid_002-1613,0.0
cat__uniquepid_002-16130,0.0
cat__uniquepid_002-16133,0.0
cat__uniquepid_002-16150,0.0
cat__uniquepid_002-16156,0.0
cat__uniquepid_002-1616,0.0
cat__uniquepid_002-16178,0.0
cat__uniquepid_002-16191,0.0
cat__uniquepid_002-16201,0.0
cat__uniquepid_002-16204,0.0
cat__uniquepid_002-16234,0.0
cat__uniquepid_002-16269,0.0
cat__uniquepid_002-16272,0.0
cat__uniquepid_002-16274,0.0
cat__uniquepid_002-16277,0.0
cat__uniquepid_002-16282,0.0
cat__uniquepid_002-16285,0.0
cat__uniquepid_002-16296,0.0
cat__uniquepid_002-1630,0.0
cat__uniquepid_002-16301,0.0
cat__uniquepid_002-16337,0.0
cat__uniquepid_002-16371,0.0
cat__uniquepid_002-16378,0.0
cat__uniquepid_002-1638,0.0
cat__uniquepid_002-16382,0.0
cat__uniquepid_002-16391,0.0
cat__uniquepid_002-16393,0.0
cat__uniquepid_002-16397,0.0
cat__uniquepid_002-16401,0.0
cat__uniquepid_002-16403,0.0
cat__uniquepid_002-16422,0.0
cat__uniquepid_002-16431,0.0
cat__uniquepid_002-16456,0.0
cat__uniquepid_002-16466,0.0
cat__uniquepid_002-16488,0.0
cat__uniquepid_002-16492,0.0
cat__uniquepid_002-16498,0.0
cat__uniquepid_002-16503,0.0
cat__uniquepid_002-16506,0.0
cat__uniquepid_002-16512,0.0
cat__uniquepid_002-16517,0.0
cat__uniquepid_002-16542,0.0
cat__uniquepid_002-16563,0.0
cat__uniquepid_002-16572,0.0
cat__uniquepid_002-16573,0.0
cat__uniquepid_002-16577,0.0
cat__uniquepid_002-16585,0.0
cat__uniquepid_002-16588,0.0
cat__uniquepid_002-16593,0.0
cat__uniquepid_002-16600,0.0
cat__uniquepid_002-16612,0.0
cat__uniquepid_002-16613,0.0
cat__uniquepid_002-16615,0.0
cat__uniquepid_002-1663,0.0
cat__uniquepid_002-16665,0.0
cat__uniquepid_002-16669,0.0
cat__uniquepid_002-16718,0.0
cat__uniquepid_002-16732,0.0
cat__uniquepid_002-16734,0.0
cat__uniquepid_002-1675,0.0
cat__uniquepid_002-16758,0.0
cat__uniquepid_002-16767,0.0
cat__uniquepid_002-16771,0.0
cat__uniquepid_002-16790,0.0
cat__uniquepid_002-16810,0.0
cat__uniquepid_002-16813,0.0
cat__uniquepid_002-16814,0.0
cat__uniquepid_002-16822,0.0
cat__uniquepid_002-16826,0.0
cat__uniquepid_002-16833,0.0
cat__uniquepid_002-16855,0.0
cat__uniquepid_002-16860,0.0
cat__uniquepid_002-16881,0.0
cat__uniquepid_002-16901,0.0
cat__uniquepid_002-16902,0.0
cat__uniquepid_002-16928,0.0
cat__uniquepid_002-16937,0.0
cat__uniquepid_002-16941,0.0
cat__uniquepid_002-16957,0.0
cat__uniquepid_002-16966,0.0
cat__uniquepid_002-16968,0.0
cat__uniquepid_002-16970,0.0
cat__uniquepid_002-16987,0.0
cat__uniquepid_002-16993,0.0
cat__uniquepid_002-17025,0.0
cat__uniquepid_002-17030,0.0
cat__uniquepid_002-17039,0.0
cat__uniquepid_002-17048,0.0
cat__uniquepid_002-1705,0.0
cat__uniquepid_002-17052,0.0
cat__uniquepid_002-17053,0.0
cat__uniquepid_002-17057,0.0
cat__uniquepid_002-17075,0.0
cat__uniquepid_002-17076,0.0
cat__uniquepid_002-1708,0.0
cat__uniquepid_002-17086,0.0
cat__uniquepid_002-17094,0.0
cat__uniquepid_002-17101,0.0
cat__uniquepid_002-17105,0.0
cat__uniquepid_002-17113,0.0
cat__uniquepid_002-17117,0.0
cat__uniquepid_002-17130,0.0
cat__uniquepid_002-17142,0.0
cat__uniquepid_002-17148,0.0
cat__uniquepid_002-1715,0.0
cat__uniquepid_002-17156,0.0
cat__uniquepid_002-17162,0.0
cat__uniquepid_002-17165,0.0
cat__uniquepid_002-17169,0.0
cat__uniquepid_002-17174,0.0
cat__uniquepid_002-17178,0.0
cat__uniquepid_002-17184,0.0
cat__uniquepid_002-17186,0.0
cat__uniquepid_002-17195,0.0
cat__uniquepid_002-17208,0.0
cat__uniquepid_002-17209,0.0
cat__uniquepid_002-17225,0.0
cat__uniquepid_002-17227,0.0
cat__uniquepid_002-17237,0.0
cat__uniquepid_002-1724,0.0
cat__uniquepid_002-17243,0.0
cat__uniquepid_002-17251,0.0
cat__uniquepid_002-17253,0.0
cat__uniquepid_002-17256,0.0
cat__uniquepid_002-17282,0.0
cat__uniquepid_002-17283,0.0
cat__uniquepid_002-17300,0.0
cat__uniquepid_002-17307,0.0
cat__uniquepid_002-17325,0.0
cat__uniquepid_002-17337,0.0
cat__uniquepid_002-1735,0.0
cat__uniquepid_002-17366,0.0
cat__uniquepid_002-1738,0.0
cat__uniquepid_002-17393,0.0
cat__uniquepid_002-17396,0.0
cat__uniquepid_002-17397,0.0
cat__uniquepid_002-17404,0.0
cat__uniquepid_002-17415,0.0
cat__uniquepid_002-17417,0.0
cat__uniquepid_002-17418,0.0
